date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,shootout_winner,raw_margin_home,raw_margin_away,margin_home,margin_away,hfa,adj_margin_home,adj_margin_away,match_type,match_type_weight,tier_weight,home_win,away_win,home_confederation,away_confederation,grouped_date_id,unique_game_id
2017-06-25,Tanzania,Malawi,2.0,0.0,COSAFA Cup,Saulspoort,South Africa,True,,2.0,-2.0,2.0,-2.0,0.0,2.0,-2.0,competitive,1.0,1.0,1.0,0.0,CAF,CAF,7727,
2017-06-25,Mauritius,Angola,0.0,1.0,COSAFA Cup,Saulspoort,South Africa,True,,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,competitive,1.0,1.0,0.0,1.0,CAF,CAF,7727,
2017-06-26,Madagascar,Seychelles,2.0,0.0,COSAFA Cup,Saulspoort,South Africa,True,,2.0,-2.0,2.0,-2.0,0.0,2.0,-2.0,competitive,1.0,1.0,1.0,0.0,CAF,CAF,7728,
2017-06-26,Mozambique,Zimbabwe,0.0,4.0,COSAFA Cup,Saulspoort,South Africa,True,,-4.0,4.0,-4.0,4.0,0.0,-4.0,4.0,competitive,1.0,1.0,0.0,1.0,CAF,CAF,7728,
2017-06-27,Angola,Tanzania,0.0,0.0,COSAFA Cup,Rustenburg,South Africa,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,competitive,1.0,1.0,0.5,0.5,CAF,CAF,7729,
2017-06-27,Malawi,Mauritius,0.0,0.0,COSAFA Cup,Rustenburg,South Africa,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,competitive,1.0,1.0,0.5,0.5,CAF,CAF,7729,
2017-06-28,Portugal,Chile,0.0,0.0,Confederations Cup,Kazan,Russia,True,Chile,0.0,-0.0,-0.5,0.5,0.0,-0.5,0.5,friendly,0.25,1.0,0.0,1.0,UEFA,CONMEBOL,7730,389.0
2017-06-28,Seychelles,Mozambique,1.0,2.0,COSAFA Cup,Rustenburg,South Africa,True,,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,competitive,1.0,1.0,0.0,1.0,CAF,CAF,7730,
2017-06-28,Saint Lucia,Saint Vincent and the Grenadines,2.0,1.0,Windward Islands Tournament,St. George's,Grenada,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,friendly,0.25,1.0,1.0,0.0,CONCACAF,CONCACAF,7730,
2017-06-28,Zimbabwe,Madagascar,0.0,0.0,COSAFA Cup,Rustenburg,South Africa,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,competitive,1.0,1.0,0.5,0.5,CAF,CAF,7730,
2017-06-29,Tanzania,Mauritius,1.0,1.0,COSAFA Cup,Saulspoort,South Africa,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,competitive,1.0,1.0,0.5,0.5,CAF,CAF,7731,
2017-06-29,Germany,Mexico,4.0,1.0,Confederations Cup,Sochi,Russia,True,,3.0,-3.0,3.0,-3.0,0.0,3.0,-3.0,friendly,0.25,1.0,1.0,0.0,UEFA,CONCACAF,7731,
2017-06-29,Malawi,Angola,0.0,0.0,COSAFA Cup,Rustenburg,South Africa,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,competitive,1.0,1.0,0.5,0.5,CAF,CAF,7731,
2017-06-30,Dominica,Barbados,2.0,1.0,Windward Islands Tournament,Sauteurs,Grenada,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,friendly,0.25,1.0,1.0,0.0,CONCACAF,CONCACAF,7732,
2017-06-30,Mozambique,Madagascar,1.0,4.0,COSAFA Cup,Saulspoort,South Africa,True,,-3.0,3.0,-3.0,3.0,0.0,-3.0,3.0,competitive,1.0,1.0,0.0,1.0,CAF,CAF,7732,
2017-06-30,Zimbabwe,Seychelles,6.0,0.0,COSAFA Cup,Rustenburg,South Africa,True,,6.0,-6.0,6.0,-6.0,0.0,6.0,-6.0,competitive,1.0,1.0,1.0,0.0,CAF,CAF,7732,
2017-07-01,United States,Ghana,2.0,1.0,Friendly,East Hartford,United States,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,CONCACAF,CAF,7733,
2017-07-01,Botswana,Zambia,1.0,2.0,COSAFA Cup,Rustenburg,South Africa,True,,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,competitive,1.0,1.0,0.0,1.0,CAF,CAF,7733,
2017-07-01,Gambia,Guinea-Bissau,0.0,0.0,Friendly,Bakau,Gambia,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,CAF,CAF,7733,
2017-07-01,Mexico,Paraguay,2.0,1.0,Friendly,Seattle,United States,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,friendly,0.25,1.0,1.0,0.0,CONCACAF,CONMEBOL,7733,
2017-07-01,Namibia,Lesotho,0.0,0.0,COSAFA Cup,Rustenburg,South Africa,True,Lesotho,0.0,-0.0,-0.5,0.5,0.0,-0.5,0.5,competitive,1.0,1.0,0.0,1.0,CAF,CAF,7733,390.0
2017-07-02,Chile,Germany,0.0,1.0,Confederations Cup,Saint Petersburg,Russia,True,,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,friendly,0.25,1.0,0.0,1.0,CONMEBOL,UEFA,7734,
2017-07-02,Portugal,Mexico,2.0,1.0,Confederations Cup,Moscow,Russia,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,friendly,0.25,1.0,1.0,0.0,UEFA,CONCACAF,7734,
2017-07-02,South Africa,Tanzania,0.0,1.0,COSAFA Cup,Rustenburg,South Africa,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,competitive,1.0,1.0,0.0,1.0,CAF,CAF,7734,
2017-07-02,Eswatini,Zimbabwe,1.0,2.0,COSAFA Cup,Rustenburg,South Africa,True,,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,competitive,1.0,1.0,0.0,1.0,CAF,CAF,7734,
2017-07-03,Grenada,Saint Vincent and the Grenadines,4.0,3.0,Friendly,St. George's,Grenada,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,CONCACAF,CONCACAF,7735,
2017-07-03,Barbados,Saint Lucia,1.0,1.0,Windward Islands Tournament,St. George's,Grenada,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,friendly,0.25,1.0,0.5,0.5,CONCACAF,CONCACAF,7735,
2017-07-04,Saint Vincent and the Grenadines,Barbados,4.0,2.0,Friendly,St. George's,Grenada,True,,2.0,-2.0,2.0,-2.0,0.0,2.0,-2.0,friendly,0.25,1.0,1.0,0.0,CONCACAF,CONCACAF,7736,
2017-07-04,Saint Lucia,Dominica,0.0,0.0,Windward Islands Tournament,St. George's,Grenada,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,friendly,0.25,1.0,0.5,0.5,CONCACAF,CONCACAF,7736,
2017-07-04,Namibia,Eswatini,1.0,0.0,COSAFA Cup,Saulspoort,South Africa,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,competitive,1.0,1.0,1.0,0.0,CAF,CAF,7736,
2017-07-04,South Africa,Botswana,2.0,0.0,COSAFA Cup,Saulspoort,South Africa,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,7736,
2017-07-05,Lesotho,Zimbabwe,3.0,4.0,COSAFA Cup,Saulspoort,South Africa,True,,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,competitive,1.0,1.0,0.0,1.0,CAF,CAF,7737,
2017-07-05,Zambia,Tanzania,4.0,2.0,COSAFA Cup,Saulspoort,South Africa,True,,2.0,-2.0,2.0,-2.0,0.0,2.0,-2.0,competitive,1.0,1.0,1.0,0.0,CAF,CAF,7737,
2017-07-06,Dominica,Saint Vincent and the Grenadines,2.0,2.0,Windward Islands Tournament,St. George's,Grenada,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,friendly,0.25,1.0,0.5,0.5,CONCACAF,CONCACAF,7738,
2017-07-06,Grenada,Barbados,0.0,2.0,Windward Islands Tournament,St. George's,Grenada,False,,-2.0,2.0,-2.0,2.0,0.5,-2.5,2.5,friendly,0.25,1.0,0.0,1.0,CONCACAF,CONCACAF,7738,
2017-07-07,Honduras,Costa Rica,0.0,1.0,Gold Cup,Harrison,United States,True,,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,competitive,1.0,1.5,0.0,1.0,CONCACAF,CONCACAF,7739,
2017-07-07,South Africa,Namibia,1.0,0.0,COSAFA Cup,Saulspoort,South Africa,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,7739,
2017-07-07,Tanzania,Lesotho,0.0,0.0,COSAFA Cup,Saulspoort,South Africa,True,Tanzania,0.0,-0.0,0.5,-0.5,0.0,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,7739,391.0
2017-07-08,Guinea-Bissau,Gambia,0.0,1.0,Friendly,Bissau,Guinea-Bissau,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,friendly,0.25,1.0,0.0,1.0,CAF,CAF,7740,
2017-07-08,United States,Panama,1.0,1.0,Gold Cup,Nashville,United States,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.5,0.5,0.5,CONCACAF,CONCACAF,7740,
2017-07-09,Mexico,El Salvador,3.0,1.0,Gold Cup,San Diego,United States,True,,2.0,-2.0,2.0,-2.0,0.0,2.0,-2.0,competitive,1.0,1.5,1.0,0.0,CONCACAF,CONCACAF,7741,
2017-07-09,Curaçao,Jamaica,0.0,2.0,Gold Cup,San Diego,United States,True,,-2.0,2.0,-2.0,2.0,0.0,-2.0,2.0,competitive,1.0,1.5,0.0,1.0,CONCACAF,CONCACAF,7741,
2017-07-09,Zambia,Zimbabwe,1.0,3.0,COSAFA Cup,Rustenburg,South Africa,True,,-2.0,2.0,-2.0,2.0,0.0,-2.0,2.0,competitive,1.0,1.0,0.0,1.0,CAF,CAF,7741,
2017-07-11,Costa Rica,Canada,1.0,1.0,Gold Cup,Houston,United States,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,competitive,1.0,1.5,0.5,0.5,CONCACAF,CONCACAF,7742,
2017-07-12,Panama,Nicaragua,2.0,1.0,Gold Cup,Tampa,United States,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,competitive,1.0,1.5,1.0,0.0,CONCACAF,CONCACAF,7743,
2017-07-13,El Salvador,Curaçao,2.0,0.0,Gold Cup,Denver,United States,True,,2.0,-2.0,2.0,-2.0,0.0,2.0,-2.0,competitive,1.0,1.5,1.0,0.0,CONCACAF,CONCACAF,7744,
2017-07-13,Mexico,Jamaica,0.0,0.0,Gold Cup,Denver,United States,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,competitive,1.0,1.5,0.5,0.5,CONCACAF,CONCACAF,7744,
2017-07-14,Canada,Honduras,0.0,0.0,Gold Cup,Frisco,United States,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,competitive,1.0,1.5,0.5,0.5,CONCACAF,CONCACAF,7745,
2017-07-14,Thailand,North Korea,3.0,0.0,King's Cup,Bangkok,Thailand,False,,3.0,-3.0,3.0,-3.0,0.5,2.5,-2.5,friendly,0.25,1.0,1.0,0.0,AFC,AFC,7745,
2017-07-15,United States,Nicaragua,3.0,0.0,Gold Cup,Cleveland,United States,False,,3.0,-3.0,3.0,-3.0,0.5,2.5,-2.5,competitive,1.0,1.5,1.0,0.0,CONCACAF,CONCACAF,7746,
2017-07-16,Burkina Faso,North Korea,3.0,3.0,King's Cup,Bangkok,Thailand,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,friendly,0.25,1.0,0.5,0.5,CAF,AFC,7747,
2017-07-16,Curaçao,Mexico,0.0,2.0,Gold Cup,San Antonio,United States,True,,-2.0,2.0,-2.0,2.0,0.0,-2.0,2.0,competitive,1.0,1.5,0.0,1.0,CONCACAF,CONCACAF,7747,
2017-07-16,Jamaica,El Salvador,1.0,1.0,Gold Cup,San Antonio,United States,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,competitive,1.0,1.5,0.5,0.5,CONCACAF,CONCACAF,7747,
2017-07-16,Thailand,Belarus,0.0,0.0,King's Cup,Bangkok,Thailand,False,Thailand,0.0,-0.0,0.5,-0.5,0.5,0.0,-0.0,friendly,0.25,1.0,1.0,0.0,AFC,UEFA,7747,392.0
2017-07-19,Costa Rica,Panama,1.0,0.0,Gold Cup,Philadelphia,United States,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,competitive,1.0,1.5,1.0,0.0,CONCACAF,CONCACAF,7748,
2017-07-19,United States,El Salvador,2.0,0.0,Gold Cup,Philadelphia,United States,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,competitive,1.0,1.5,1.0,0.0,CONCACAF,CONCACAF,7748,
2017-07-20,Mexico,Honduras,1.0,0.0,Gold Cup,Glendale,United States,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,competitive,1.0,1.5,1.0,0.0,CONCACAF,CONCACAF,7749,
2017-07-20,Jamaica,Canada,2.0,1.0,Gold Cup,Glendale,United States,True,,1.0,-1.0,1.0,-1.0,0.0,1.0,-1.0,competitive,1.0,1.5,1.0,0.0,CONCACAF,CONCACAF,7749,
2017-07-22,United States,Costa Rica,2.0,0.0,Gold Cup,Arlington,United States,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,competitive,1.0,1.5,1.0,0.0,CONCACAF,CONCACAF,7750,
2017-07-23,Mexico,Jamaica,0.0,1.0,Gold Cup,Pasadena,United States,True,,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,competitive,1.0,1.5,0.0,1.0,CONCACAF,CONCACAF,7751,
2017-07-26,Ecuador,Trinidad and Tobago,3.0,1.0,Friendly,Guayaquil,Ecuador,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,friendly,0.25,1.0,1.0,0.0,CONMEBOL,CONCACAF,7752,
2017-07-26,United States,Jamaica,2.0,1.0,Gold Cup,Santa Clara,United States,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.5,1.0,0.0,CONCACAF,CONCACAF,7752,
2017-08-05,Zambia,Ethiopia,0.0,0.0,Friendly,Lusaka,Zambia,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,CAF,CAF,7753,
2017-08-07,Rwanda,Sudan,2.0,1.0,Friendly,Kigali,Rwanda,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,CAF,CAF,7754,
2017-08-16,Andorra,Qatar,0.0,1.0,Friendly,Burton on Trent,England,True,,-1.0,1.0,-1.0,1.0,0.0,-1.0,1.0,friendly,0.25,1.0,0.0,1.0,UEFA,AFC,7755,
2017-08-19,India,Mauritius,2.0,1.0,Friendly,Bombay,India,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,AFC,CAF,7756,
2017-08-22,Malaysia,Syria,1.0,2.0,Friendly,Paya Rumput,Malaysia,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,friendly,0.25,1.0,0.0,1.0,AFC,AFC,7757,
2017-08-22,Mauritius,Saint Kitts and Nevis,1.0,1.0,Friendly,Bombay,India,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,friendly,0.25,1.0,0.5,0.5,CAF,CONCACAF,7757,
2017-08-23,Qatar,Turkmenistan,2.0,1.0,Friendly,Al Rayyan,Qatar,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,AFC,AFC,7758,
2017-08-24,Trinidad and Tobago,Jamaica,1.0,2.0,Friendly,Port of Spain,Trinidad and Tobago,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,friendly,0.25,1.0,0.0,1.0,CONCACAF,CONCACAF,7759,
2017-08-24,India,Saint Kitts and Nevis,1.0,1.0,Friendly,Bombay,India,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,AFC,CONCACAF,7759,
2017-08-26,Iraq,Syria,1.0,1.0,Friendly,Paya Rumput,Malaysia,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,friendly,0.25,1.0,0.5,0.5,AFC,AFC,7760,
2017-08-29,Myanmar,Malaysia,1.0,0.0,Friendly,Yangon,Myanmar,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,friendly,0.25,1.0,1.0,0.0,AFC,AFC,7761,
2017-08-29,Bahrain,Jordan,0.0,0.0,Friendly,Isa Town,Bahrain,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,AFC,AFC,7761,
2017-08-29,United Arab Emirates,Saudi Arabia,2.0,1.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,AFC,AFC,7761,
2017-08-30,Oman,Afghanistan,2.0,0.0,Friendly,Muscat,Oman,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,friendly,0.25,1.0,1.0,0.0,AFC,AFC,7762,
2017-08-31,Belgium,Gibraltar,9.0,0.0,FIFA World Cup qualification,Liège,Belgium,False,,9.0,-9.0,8.0,-8.0,0.5,7.5,-7.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,7763,
2017-08-31,Venezuela,Colombia,0.0,0.0,FIFA World Cup qualification,San Cristóbal,Venezuela,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,CONMEBOL,CONMEBOL,7763,
2017-08-31,Uruguay,Argentina,0.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,CONMEBOL,CONMEBOL,7763,
2017-08-31,Uganda,Egypt,1.0,0.0,FIFA World Cup qualification,Kampala,Uganda,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,7763,
2017-08-31,Thailand,Iraq,1.0,2.0,FIFA World Cup qualification,Bangkok,Thailand,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,competitive,1.0,1.0,0.0,1.0,AFC,AFC,7763,
2017-08-31,Syria,Qatar,3.0,1.0,FIFA World Cup qualification,Paya Rumput,Malaysia,True,,2.0,-2.0,2.0,-2.0,0.0,2.0,-2.0,competitive,1.0,1.0,1.0,0.0,AFC,AFC,7763,
2017-08-31,Switzerland,Andorra,3.0,0.0,FIFA World Cup qualification,St. Gallen,Switzerland,False,,3.0,-3.0,3.0,-3.0,0.5,2.5,-2.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,7763,
2017-08-31,Singapore,Hong Kong,1.0,1.0,Friendly,Kallang,Singapore,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,friendly,0.25,1.0,0.5,0.5,AFC,AFC,7763,
2017-08-31,Peru,Bolivia,2.0,1.0,FIFA World Cup qualification,Lima,Peru,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CONMEBOL,CONMEBOL,7763,
2017-08-31,Niger,Togo,0.0,2.0,Friendly,Agadir,Morocco,True,,-2.0,2.0,-2.0,2.0,0.0,-2.0,2.0,friendly,0.25,1.0,0.0,1.0,CAF,CAF,7763,
2017-08-31,Luxembourg,Belarus,1.0,0.0,FIFA World Cup qualification,Luxembourg,Luxembourg,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,7763,
2017-08-31,South Korea,Iran,0.0,0.0,FIFA World Cup qualification,Seoul,South Korea,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,AFC,AFC,7763,
2017-08-31,Portugal,Faroe Islands,5.0,1.0,FIFA World Cup qualification,Porto,Portugal,False,,4.0,-4.0,4.0,-4.0,0.5,3.5,-3.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,7763,
2017-08-31,Japan,Australia,2.0,0.0,FIFA World Cup qualification,Saitama,Japan,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,competitive,1.0,1.0,1.0,0.0,AFC,AFC,7763,
2017-08-31,Brazil,Ecuador,2.0,0.0,FIFA World Cup qualification,Porto Alegre,Brazil,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,competitive,1.0,1.0,1.0,0.0,CONMEBOL,CONMEBOL,7763,
2017-08-31,Kenya,Mauritania,1.0,1.0,Friendly,Agadir,Morocco,True,,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,friendly,0.25,1.0,0.5,0.5,CAF,CAF,7763,
2017-08-31,Chile,Paraguay,0.0,3.0,FIFA World Cup qualification,Santiago,Chile,False,,-3.0,3.0,-3.0,3.0,0.5,-3.5,3.5,competitive,1.0,1.0,0.0,1.0,CONMEBOL,CONMEBOL,7763,
2017-08-31,China,Uzbekistan,1.0,0.0,FIFA World Cup qualification,Wuhan,China,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,AFC,AFC,7763,
2017-08-31,Cyprus,Bosnia and Herzegovina,3.0,2.0,FIFA World Cup qualification,Nicosia,Cyprus,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,7763,
2017-08-31,Bulgaria,Sweden,3.0,2.0,FIFA World Cup qualification,Sofia,Bulgaria,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,7763,
2017-08-31,Greece,Estonia,0.0,0.0,FIFA World Cup qualification,Piraeus,Greece,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,UEFA,UEFA,7763,
2017-08-31,Guinea,Libya,3.0,2.0,FIFA World Cup qualification,Conakry,Guinea,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,7763,
2017-08-31,Hungary,Latvia,3.0,1.0,FIFA World Cup qualification,Budapest,Hungary,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,7763,
2017-08-31,France,Netherlands,4.0,0.0,FIFA World Cup qualification,Saint-Denis,France,False,,4.0,-4.0,4.0,-4.0,0.5,3.5,-3.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,7763,
2017-09-01,Nigeria,Cameroon,4.0,0.0,FIFA World Cup qualification,Uyo,Nigeria,False,,4.0,-4.0,4.0,-4.0,0.5,3.5,-3.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,7764,
2017-09-01,United States,Costa Rica,0.0,2.0,FIFA World Cup qualification,Harrison,United States,False,,-2.0,2.0,-2.0,2.0,0.5,-2.5,2.5,competitive,1.0,1.0,0.0,1.0,CONCACAF,CONCACAF,7764,
2017-09-01,Tunisia,DR Congo,2.0,1.0,FIFA World Cup qualification,Radès,Tunisia,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,7764,
2017-09-01,Trinidad and Tobago,Honduras,1.0,2.0,FIFA World Cup qualification,Couva,Trinidad and Tobago,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,competitive,1.0,1.0,0.0,1.0,CONCACAF,CONCACAF,7764,
2017-09-01,Slovakia,Slovenia,1.0,0.0,FIFA World Cup qualification,Trnava,Slovakia,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,7764,
2017-09-01,San Marino,Northern Ireland,0.0,3.0,FIFA World Cup qualification,Serravalle,San Marino,False,,-3.0,3.0,-3.0,3.0,0.5,-3.5,3.5,competitive,1.0,1.0,0.0,1.0,UEFA,UEFA,7764,
2017-09-01,Romania,Armenia,1.0,0.0,FIFA World Cup qualification,Bucharest,Romania,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,7764,
2017-09-01,Norway,Azerbaijan,2.0,0.0,FIFA World Cup qualification,Oslo,Norway,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,7764,
2017-09-01,New Zealand,Solomon Islands,6.0,1.0,FIFA World Cup qualification,Auckland,New Zealand,False,,5.0,-5.0,5.0,-5.0,0.5,4.5,-4.5,competitive,1.0,1.0,1.0,0.0,OFC,OFC,7764,
2017-09-01,Malta,England,0.0,4.0,FIFA World Cup qualification,Attard,Malta,False,,-4.0,4.0,-4.0,4.0,0.5,-4.5,4.5,competitive,1.0,1.0,0.0,1.0,UEFA,UEFA,7764,
2017-09-01,Mexico,Panama,1.0,0.0,FIFA World Cup qualification,Mexico City,Mexico,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CONCACAF,CONCACAF,7764,
2017-09-01,Lithuania,Scotland,0.0,3.0,FIFA World Cup qualification,Vilnius,Lithuania,False,,-3.0,3.0,-3.0,3.0,0.5,-3.5,3.5,competitive,1.0,1.0,0.0,1.0,UEFA,UEFA,7764,
2017-09-01,Kazakhstan,Montenegro,0.0,3.0,FIFA World Cup qualification,Astana,Kazakhstan,False,,-3.0,3.0,-3.0,3.0,0.5,-3.5,3.5,competitive,1.0,1.0,0.0,1.0,UEFA,UEFA,7764,
2017-09-01,Ghana,Congo,1.0,1.0,FIFA World Cup qualification,Kumasi,Ghana,False,,0.0,-0.0,0.0,-0.0,0.5,-0.5,0.5,competitive,1.0,1.0,0.5,0.5,CAF,CAF,7764,
2017-09-01,Denmark,Poland,4.0,0.0,FIFA World Cup qualification,Copenhagen,Denmark,False,,4.0,-4.0,4.0,-4.0,0.5,3.5,-3.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,7764,
2017-09-01,Czech Republic,Germany,1.0,2.0,FIFA World Cup qualification,Prague,Czech Republic,False,,-1.0,1.0,-1.0,1.0,0.5,-1.5,1.5,competitive,1.0,1.0,0.0,1.0,UEFA,UEFA,7764,
2017-09-01,Cape Verde,South Africa,2.0,1.0,FIFA World Cup qualification,Praia,Cape Verde,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,7764,
2017-09-01,Morocco,Mali,6.0,0.0,FIFA World Cup qualification,Rabat,Morocco,False,,6.0,-6.0,6.0,-6.0,0.5,5.5,-5.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,7764,
2017-09-02,Zambia,Algeria,3.0,1.0,FIFA World Cup qualification,Lusaka,Zambia,False,,2.0,-2.0,2.0,-2.0,0.5,1.5,-1.5,competitive,1.0,1.0,1.0,0.0,CAF,CAF,7765,
2017-09-02,Wales,Austria,1.0,0.0,FIFA World Cup qualification,Cardiff,Wales,False,,1.0,-1.0,1.0,-1.0,0.5,0.5,-0.5,competitive,1.0,1.0,1.0,0.0,UEFA,UEFA,7765,
